;;HLAVNÕ MÃSTO PRAHA;;;;;;;;;;;;;;;
CZ010;x;x;x;P R A H A;554782;hlavnÌ mÏsto;112;112;49 621;1 357 326;219 012;254 896;2;1;1;;CZ0100
;;STÿEDO»ESK› KRAJ;;;;;;;;;;;;;;;
CZ020;2101;Beneöov;1;Beneöov;529303;mÏsto;15;2;4 687;16 875;2 669;3 657;2;1;1;;CZ0201
CZ020;2101;Beneöov;2;Bukovany;532924;obec;1;1;741;795;155;136;2;1;1;;CZ0201
CZ020;2101;Beneöov;3;Byst¯ice;529451;mÏsto;26;10;6 336;4 585;773;880;2;1;-;;CZ0201
CZ020;2101;Beneöov;4;»akov;529478;obec;3;3;529;127;26;16;2;1;-;;CZ0201
CZ020;2101;Beneöov;5;»erËany;529516;obec;2;1;645;3 094;612;621;2;1;1;;CZ0201
CZ020;2101;Beneöov;6;»esk˝ äternberk;529541;mÏstys;1;1;547;175;37;40;-;1;-;;CZ0201
CZ020;2101;Beneöov;7;»ty¯koly;529567;obec;2;1;288;762;141;134;2;1;1;;CZ0201
CZ020;2101;Beneöov;8;Diviöov;529621;mÏstys;8;6;3 099;1 808;353;356;2;1;1;;CZ0201
CZ020;2101;Beneöov;9;DrahÚovice;532151;obec;1;1;817;111;28;17;-;1;-;;CZ0201
CZ020;2101;Beneöov;10;HvÏzdonice;529745;obec;1;1;140;344;59;73;2;1;-;;CZ0201
CZ020;2101;Beneöov;11;Ch·¯ovice;532886;obec;1;1;417;218;56;29;-;-;1;;CZ0201
CZ020;2101;Beneöov;12;Chleby;532878;obec;1;1;234;46;7;16;-;-;-;;CZ0201
CZ020;2101;Beneöov;13;ChlÌstov;532045;obec;3;1;289;452;99;61;2;-;-;;CZ0201
CZ020;2101;Beneöov;14;Chocerady;529796;obec;5;4;1 784;1 348;241;270;2;1;-;;CZ0201
CZ020;2101;Beneöov;15;Choratice;532606;obec;1;1;445;68;7;15;1;-;-;;CZ0201
CZ020;2101;Beneöov;16;Chot˝öany;529818;obec;4;2;1 397;650;126;98;2;1;-;;CZ0201
CZ020;2101;Beneöov;17;Chr·öùany;532037;obec;4;1;1 154;246;40;45;-;-;-;;CZ0201
CZ020;2101;Beneöov;18;Kozmice;529940;obec;3;1;796;418;100;54;2;1;-;;CZ0201
CZ020;2101;Beneöov;19;Krhanice;529958;obec;3;1;1 345;1 101;227;182;2;1;1;;CZ0201
CZ020;2101;Beneöov;20;KrÚany;529974;obec;3;3;1 224;495;92;100;-;-;-;;CZ0201
CZ020;2101;Beneöov;21;K¯eËovice;529991;obec;14;6;3 187;838;130;177;2;1;-;;CZ0201
CZ020;2101;Beneöov;22;Leöany;530051;obec;3;2;1 444;900;180;163;2;1;-;;CZ0201
CZ020;2101;Beneöov;23;Litichovice;532258;obec;1;1;193;76;18;16;-;-;-;;CZ0201
CZ020;2101;Beneöov;24;LötÏnÌ;532193;obec;2;1;468;478;81;96;2;1;1;;CZ0201
CZ020;2101;Beneöov;25;Maröovice;530115;mÏstys;16;4;2 419;778;141;165;2;1;-;;CZ0201
CZ020;2101;Beneöov;26;MraË;530204;obec;1;1;615;852;152;174;2;1;-;;CZ0201
CZ020;2101;Beneöov;27;Nespeky;530263;obec;3;1;496;793;154;169;-;-;-;;CZ0201
CZ020;2101;Beneöov;28;Netvo¯ice;530298;mÏstys;7;5;1 788;1 200;215;244;2;1;-;;CZ0201
CZ020;2101;Beneöov;29;Neveklov;530310;mÏsto;23;9;5 446;2 745;476;527;2;1;-;;CZ0201
CZ020;2101;Beneöov;30;Ost¯edek;530352;obec;5;3;1 297;465;92;77;2;1;1;;CZ0201
CZ020;2101;Beneöov;31;Petroupim;530409;obec;3;1;951;329;58;74;-;1;-;;CZ0201
CZ020;2101;Beneöov;32;Popovice;532649;obec;6;1;1 172;284;44;57;-;1;-;;CZ0201
CZ020;2101;Beneöov;33;Po¯ÌËÌ nad S·zavou;530441;obec;2;1;927;1 547;334;253;2;1;1;;CZ0201
CZ020;2101;Beneöov;34;Postupice;530450;obec;16;7;4 001;1 408;247;291;2;1;-;;CZ0201
CZ020;2101;Beneöov;35;P¯estavlky u »erËan;530492;obec;6;1;648;424;80;76;1;1;-;;CZ0201
CZ020;2101;Beneöov;36;Pyöely;538680;mÏsto;5;3;1 281;2 195;512;338;2;1;1;;CZ0201
CZ020;2101;Beneöov;37;RabynÏ;530522;obec;5;2;1 589;283;36;72;2;1;-;;CZ0201
CZ020;2101;Beneöov;38;ÿehenice;538710;obec;7;2;1 104;507;80;98;-;-;-;;CZ0201
CZ020;2101;Beneöov;39;S·zava;534382;mÏsto;5;5;2 042;3 834;556;922;2;1;1;;CZ0201
CZ020;2101;Beneöov;40;SobÏhrdy;530638;obec;5;2;1 012;454;109;68;2;1;-;;CZ0201
CZ020;2101;Beneöov;41;Strann˝;599379;obec;2;1;551;116;27;18;1;1;-;;CZ0201
CZ020;2101;Beneöov;42;Struha¯ov;530689;obec;15;7;2 196;988;198;166;2;1;-;;CZ0201
CZ020;2101;Beneöov;43;Tepl˝öovice;530760;obec;5;2;1 057;538;121;78;-;-;-;;CZ0201
CZ020;2101;Beneöov;44;Tisem;532592;obec;1;1;346;215;27;43;-;1;-;;CZ0201
CZ020;2101;Beneöov;45;T¯ebeöice;532304;obec;1;1;418;114;24;23;-;-;-;;CZ0201
CZ020;2101;Beneöov;46;T˝nec nad S·zavou;530841;mÏsto;8;5;2 575;5 731;919;1 394;2;1;1;;CZ0201
CZ020;2101;Beneöov;47;V·clavice;532061;obec;3;1;825;624;130;90;2;1;-;;CZ0201
CZ020;2101;Beneöov;48;Vodslivy;532614;obec;1;1;471;102;17;12;-;-;-;;CZ0201
CZ020;2101;Beneöov;49;Vranov;530921;obec;9;2;949;436;63;90;-;-;-;;CZ0201
CZ020;2101;Beneöov;50;Vysok˝ ⁄jezd;513482;obec;2;1;407;192;18;48;-;1;-;;CZ0201
CZ020;2101;Beneöov;51;Xaverov;571415;obec;1;1;217;55;5;8;-;-;-;;CZ0201
CZ020;2102;Beroun;1;BavorynÏ;534421;obec;5;1;222;422;96;59;2;1;1;;CZ0202
CZ020;2102;Beroun;2;Beroun;531057;mÏsto;7;4;3 125;20 809;3 728;3 922;2;1;1;;CZ0202
CZ020;2102;Beroun;3;Broumy;531081;obec;1;1;2 858;988;184;183;2;1;-;;CZ0202
CZ020;2102;Beroun;4;Bubovice;531103;obec;1;1;410;587;138;59;2;1;1;;CZ0202
CZ020;2102;Beroun;5;Bykoö;534145;obec;1;1;407;244;40;50;1;1;-;;CZ0202
CZ020;2102;Beroun;6;Hl·sn· T¯ebaÚ;531171;obec;2;1;408;1 209;269;205;2;1;1;;CZ0202
CZ020;2102;Beroun;7;Hudlice;531227;obec;1;1;2 075;1 255;218;265;2;1;1;;CZ0202
CZ020;2102;Beroun;8;H˝skov;531243;obec;1;1;640;2 142;400;339;2;1;1;;CZ0202
CZ020;2102;Beroun;9;ChodouÚ;534447;obec;1;1;425;730;132;125;2;1;1;;CZ0202
CZ020;2102;Beroun;10;Chrustenice;533670;obec;1;1;673;1 064;213;152;2;1;1;;CZ0202
CZ020;2102;Beroun;11;ChyÚava;531294;obec;5;4;3 794;1 871;271;389;2;1;1;;CZ0202
CZ020;2102;Beroun;12;Karlötejn;531316;mÏstys;1;2;1 208;825;134;184;2;1;1;;CZ0202
CZ020;2102;Beroun;13;KonÏprusy;531332;obec;2;2;604;257;41;37;2;-;1;;CZ0202
CZ020;2102;Beroun;14;Korno;533793;obec;1;1;518;120;30;18;-;-;-;;CZ0202
CZ020;2102;Beroun;15;Kr·l˘v Dv˘r;533203;mÏsto;7;5;1 524;10 428;2 407;1 341;2;1;1;;CZ0202
CZ020;2102;Beroun;16;Kublov;531375;obec;1;1;628;665;121;145;2;1;-;;CZ0202
CZ020;2102;Beroun;17;LiteÚ;531456;mÏstys;4;2;1 277;1 227;240;215;2;1;-;;CZ0202
CZ020;2102;Beroun;18;LodÏnice;531464;obec;2;1;608;2 100;341;333;2;1;1;;CZ0202
CZ020;2102;Beroun;19;Luûce;534404;obec;1;1;301;137;27;24;2;1;1;;CZ0202
CZ020;2102;Beroun;20;M·lkov;534218;obec;1;1;340;109;10;17;-;1;-;;CZ0202
CZ020;2102;Beroun;21;MÏÚany;531529;obec;2;2;816;309;56;61;-;1;-;;CZ0202
CZ020;2102;Beroun;22;MezouÚ;531537;obec;1;1;306;596;100;118;2;1;1;;CZ0202
CZ020;2102;Beroun;23;Mo¯ina;531545;obec;3;2;983;944;174;135;2;1;1;;CZ0202
CZ020;2102;Beroun;24;Mo¯inka;533912;obec;1;1;702;165;25;38;-;1;1;;CZ0202
CZ020;2102;Beroun;25;NenaËovice;533602;obec;1;1;398;300;52;53;-;-;1;;CZ0202
CZ020;2102;Beroun;26;NesvaËily;534269;obec;1;1;274;178;29;30;-;1;1;;CZ0202
CZ020;2102;Beroun;27;Niûbor;531596;obec;3;3;2 801;2 152;387;407;2;1;1;;CZ0202
CZ020;2102;Beroun;28;Nov˝ J·chymov;531600;obec;1;1;497;732;123;139;2;1;1;;CZ0202
CZ020;2102;Beroun;29;OtroËinÏves;531669;obec;1;1;427;536;86;88;2;1;1;;CZ0202
CZ020;2102;Beroun;30;Podbrdy;534285;obec;1;1;378;240;45;47;1;1;1;;CZ0202
CZ020;2102;Beroun;31;Skuhrov;531740;obec;5;2;868;585;114;101;2;1;1;;CZ0202
CZ020;2102;Beroun;32;Srbsko;531758;obec;1;1;656;572;121;112;2;1;1;;CZ0202
CZ020;2102;Beroun;33;Staöov;531766;obec;1;1;233;471;89;87;2;1;1;;CZ0202
CZ020;2102;Beroun;34;Suchomasty;531782;obec;2;1;726;531;92;97;2;1;1;;CZ0202
CZ020;2102;Beroun;35;Svat·;531791;obec;1;1;550;548;105;119;-;1;-;;CZ0202
CZ020;2102;Beroun;36;Svat˝ Jan pod Skalou;531804;obec;3;1;406;204;42;34;2;1;-;;CZ0202
CZ020;2102;Beroun;37;Svina¯e;531812;obec;3;1;747;929;233;123;2;1;1;;CZ0202
CZ020;2102;Beroun;38;TetÌn;531839;obec;2;1;1 029;897;147;166;2;1;1;;CZ0202
CZ020;2102;Beroun;39;TmaÚ;531855;obec;3;2;1 009;1 250;223;223;2;1;1;;CZ0202
CZ020;2102;Beroun;40;TrubÌn;533106;obec;1;1;372;546;103;63;1;1;1;;CZ0202
CZ020;2102;Beroun;41;Trubsk·;531880;obec;1;1;185;200;34;34;2;1;-;;CZ0202
CZ020;2102;Beroun;42;Vina¯ice;534234;obec;1;1;495;109;23;31;-;-;1;;CZ0202
CZ020;2102;Beroun;43;Vr·û;531944;obec;1;1;632;1 255;211;243;2;1;1;;CZ0202
CZ020;2102;Beroun;44;Vöeradice;531952;obec;1;1;737;478;102;75;2;1;1;;CZ0202
CZ020;2102;Beroun;45;Vysok˝ ⁄jezd;531961;obec;3;3;1 156;1 683;476;156;2;1;1;;CZ0202
CZ020;2102;Beroun;46;ZadnÌ T¯ebaÚ;531979;obec;1;1;357;983;197;195;2;1;1;;CZ0202
CZ020;2102;Beroun;47;Zdice;532011;mÏsto;3;3;1 381;4 154;683;890;2;1;1;;CZ0202
CZ020;2102;Beroun;48;éelezn·;599417;obec;1;1;401;304;69;36;2;1;1;;CZ0202
CZ020;2103;Brand˝s n. Lab.-St.Boleslav;1;Baöù;538051;obec;1;1;781;3 007;812;249;2;1;1;;CZ0209
CZ020;2103;Brand˝s n. Lab.-St.Boleslav;2;Borek;534684;obec;1;1;299;312;44;65;2;-;-;;CZ0209
CZ020;2103;Brand˝s n. Lab.-St.Boleslav;3;Bo¯anovice;538086;obec;2;1;535;948;174;154;2;1;1;;CZ0209
CZ020;2103;Brand˝s n. Lab.-St.Boleslav;4;"Brand˝s nad Labem -Star· Boleslav";538094;mÏsto;3;3;2 265;19 767;3 916;3 417;2;1;1;;CZ0209
